DIVENUMBER,Date,Expedition,Leg,Dive,Site,Ocean,LargeMarineEcosystem,Country,FishCouncilRegion,Locality,SurveyID,Station,PI,PIAffiliation,Purpose,CruiseComments,EventID,SamplingEquipment,VehicleName,DataProvider,DataContact,Vessel,LocationAccuracy,WebSite,Citation
16050303,20160620,1605,3,3,Maug,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Maug Crater, Northeast Ridge",EX1605L3,D2-EX1605L3-03,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-03,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050304,20160621,1605,3,4,Hadal Ridge,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Mariana Trench, Hadal Ridge",EX1605L3,D2-EX1605L3-04,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-04,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050305,20160622,1605,3,5,Ahyi Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Ahyi Seamount",EX1605L3,D2-EX1605L3-05,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-05,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050306,20160623,1605,3,6,Supply Reef,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Supply Reef, Ridge",EX1605L3,D2-EX1605L3-06,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-06,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050307,20160624,1605,3,7,Chamorro Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Chamorro Seamount, Summit Crater, Southeast Slope",EX1605L3,D2-EX1605L3-07,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-07,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050308,20160625,1605,3,8,Eifuku Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Eifuku Seamount, Southeast, Crater",EX1605L3,D2-EX1605L3-08,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-08,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050309,20160626,1605,3,9,Daikoku Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Daikoku Seamount, Crater",EX1605L3,D2-EX1605L3-09,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-09,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050310,20160627,1605,3,10,Stegasaurus Ridge,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Stegasaurus Ridge",EX1605L3,D2-EX1605L3-10,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-10,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050311,20160628,1605,3,11,Northern Forearc Ridge,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Northern Forearc Ridge",EX1605L3,D2-EX1605L3-11,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-11,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050312,20160629,1605,3,12,Unnamed Forearc Seamount,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Unnamed Forearc Seamount (potential serpentinite mud volcano)",EX1605L3,D2-EX1605L3-12,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-12,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050313,20160630,1605,3,13,Twin Peaks,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Twin Peaks (potential serpentinite mud volcano)",EX1605L3,D2-EX1605L3-13,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-13,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050314,20160701,1605,3,14,Explorer Ridge Deep,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Explorer Ridge Deep",EX1605L3,D2-EX1605L3-14,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-14,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050315,20160702,1605,3,15,Explorer Ridge Shallow,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Explorer Ridge Shallow",EX1605L3,D2-EX1605L3-15,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-15,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050316,20160703,1605,3,16,Subducting Guyot 1,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Subducting Guyot 1",EX1605L3,D2-EX1605L3-16,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-16,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050317,20160704,1605,3,17,Fryer Guyot,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Fryer Guyot, Southeast Ridge",EX1605L3,D2-EX1605L3-17,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-17,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050318,20160705,1605,3,18,Petite-spot Volcano,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Petite-spot Volcano",EX1605L3,D2-EX1605L3-18,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-18,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050319,20160706,1605,3,19,Vogt Guyot,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Vogt Guyot, Western Ridge",EX1605L3,D2-EX1605L3-19,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-19,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050320,20160707,1605,3,20,Subducting Guyot 2,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Subducting Guyot 2",EX1605L3,D2-EX1605L3-20,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-20,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050321,20160708,1605,3,21,Hadal Wall,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Mariana Trench, Western Hadal Wall",EX1605L3,D2-EX1605L3-21,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-21,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16050322,20160709,1605,3,22,Romeo and Juliet- B29 Bomber Discovered,North Pacific Ocean,NA,USA,Western Pacific,"Northern Mariana Islands, Marianas Trench Marine National Monument, Romeo and Juliet targets; B29 Bomber",EX1605L3,D2-EX1605L3-22,,,Deepwater Exploration of the Marianas,,D2-EX1605L3-22,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060001,20160729,1606,,1,Alba (Vlinder) Guyot,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Alba (Vlinder) Seamount, Guyot",EX1606,D2-EX1606-01,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-01,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060002,20160801,1606,,2,Sampson (Beatty) Guyot,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Sampson Seamount, Beatty Guyot",EX1606,D2-EX1606-02,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-02,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060003,20160802,1606,,3,Delilah Guyot,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Sampson Seamount, Delilah Guyot",EX1606,D2-EX1606-03,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-03,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060004,20160803,1606,,4,McDonnell Guyot,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, McDonnell Guyot",EX1606,D2-EX1606-04,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-04,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060005,20160804,1606,,5,McDonnell Guyot West,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, McDonnell Guyot, West",EX1606,D2-EX1606-05,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-05,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060006,20160805,1606,,6,Unnamed Guyot,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Unnamed Guyot",EX1606,D2-EX1606-06,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-06,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060007,20160808,1606,,7,Lafayette Guyot,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Lafayette Guyot (unofficial name)",EX1606,D2-EX1606-07,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-07,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060008,20160809,1606,,8,Wake Island North,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Wake Island, North",EX1606,D2-EX1606-08,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-08,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060009,20160810,1606,,9,Amakasu Maru No. 1,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Amakasu Maru No. 1 Wreck Site",EX1606,D2-EX1606-09,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-09,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060010,20160811,1606,,10,Unnamed Guyot South of Wake,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Wake Island, South, Unnamed Guyot",EX1606,D2-EX1606-10,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-10,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060011,20160812,1606,,11,Wake Island East,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Wake Island, East",EX1606,D2-EX1606-11,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-11,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060012,20160813,1606,,12,Revolver Guyot (unofficial),North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Revolver Seamount (unofficial name), Guyot",EX1606,D2-EX1606-12,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-12,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060013,20160814,1606,,13,Batfish Guyot (unofficial),North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Batfish Guyot (unofficial)",EX1606,D2-EX1606-13,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-13,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
16060014,20160815,1606,,14,Last Dive Guyot,North Pacific Ocean,NA,USA,Western Pacific,"Wake Island Unit of the Pacific Remote Islands Marine National Monument, Last Dive Guyot (unofficial)",EX1606,D2-EX1606-14,,,Collect critical baseline information in and around the Wake Island Unit of the Pacific Remote Islands Marine National Monument,,D2-EX1606-14,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020001,20170216,1702,,1,Tutuila,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, Tutuila Island, Taena Bank",EX1702,D2-EX1702-01,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-01,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020002,20170217,1702,,2,Tau,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Ta'u Unit, Southwest Ridge",EX1702,D2-EX1702-02,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-02,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020003,20170218,1702,,3,Rose Atoll,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Rose Atoll, East Ridge",EX1702,D2-EX1702-03,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-03,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020005,20170220,1702,,5,Leoso Seamount,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, Eastern Region of American Samoa Exclusive Economic Zone, Leoso Seamount",EX1702,D2-EX1702-05,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-05,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020006,20170221,1702,,6,Utu Seamount,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, Northern Region of American Samoa Exclusive Economic Zone, Utu Seamount, Crater Wall",EX1702,D2-EX1702-06,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-06,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020007,20170222,1702,,7,Moki Seamount,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, Northern Region of American Samoa Exclusive Economic Zone, Moki Seamount",EX1702,D2-EX1702-07,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-07,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020008,20170223,1702,,8,Utu Seamount,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, Northern Region of American Samoa Exclusive Economic Zone, Utu Seamount, Flank",EX1702,D2-EX1702-08,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-08,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020009,20170224,1702,,9,Vailulu,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater",EX1702,D2-EX1702-09,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-09,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020010,20170225,1702,,10,Rose Atoll,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Rose Atoll, East Ridge",EX1702,D2-EX1702-10,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-10,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020011,20170226,1702,,11,Seamount D,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, Eastern Region of American Samoa Exclusive Economic Zone, Seamount D (Governor Lolo Seamount)",EX1702,D2-EX1702-11,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-11,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020012,20170227,1702,,12,Malulu Seamount,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Malulu Seamount, Summit",EX1702,D2-EX1702-12,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-12,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17020013,20170228,1702,,13,Tutuila,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, Tutuila Island, Taena Bank",EX1702,D2-EX1702-13,,,Collect critical baseline information of unknown and poorly known deepwater areas in American Samoa and Samoa.,,D2-EX1702-13,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030001,20170308,1703,,1,Swains Island,South Pacific Ocean,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Swains Island Unit, Swains Island, Western Ridge",EX1703,D2-EX1703-01,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-01,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030002,20170310,1703,,2,PaoPao Seamount,South Pacific Ocean,NA,New Zealand,NA,"Tokelau Exclusive Economic Zone, Pao Pao Seamount, Northeast Slope",EX1703,D2-EX1703-02,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-02,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030003,20170311,1703,,3,Carondelet Reef,South Pacific Ocean,NA,Republic of Kiribati,NA,"Kiribati Exclusive Economic Zone, Phoenix Islands Protected Area, Carondelet Reef, Southwest Ridge",EX1703,D2-EX1703-03,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-03,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030004,20170312,1703,,4,Athena Seamount,South Pacific Ocean,NA,Republic of Kiribati,NA,"Kiribati Exclusive Economic Zone, Phoenix Islands Protected Area, Athena Seamount (unofficial)",EX1703,D2-EX1703-04,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-04,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030005,20170313,1703,,5,Polo Seamount,South Pacific Ocean,NA,Republic of Kiribati,NA,"Kiribati Exclusive Economic Zone, Phoenix Islands Protected Area, Polo Seamount",EX1703,D2-EX1703-05,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-05,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030006,20170314,1703,,6,Winslow Reef Complex,South Pacific Ocean,NA,USA,Western Pacific,"United States Exclusive Economic Zone around Howland & Baker Unit of the  Pacific Remote Islands Marine National Monument, Winslow Reef complex, Unnamed Seamount",EX1703,D2-EX1703-06,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-06,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030007,20170315,1703,,7,Titov Seamount,South Pacific Ocean,NA,USA,Western Pacific,"Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Titov Seamount, Western Ridge",EX1703,D2-EX1703-07,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-07,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030008,20170316,1703,,8,Baker Island,North Pacific Ocean,NA,USA,Western Pacific,"Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Northwest Ridge",EX1703,D2-EX1703-08,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-08,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030009,20170317,1703,,9,Howland Island,North Pacific Ocean,NA,USA,Western Pacific,"Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Howland Island, Slope",EX1703,D2-EX1703-09,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-09,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030010,20170318,1703,,10,Howland Island,North Pacific Ocean,NA,USA,Western Pacific,"Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Howland Island, North Slope",EX1703,D2-EX1703-10,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-10,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030011,20170319,1703,,11,Howland Island,North Pacific Ocean,NA,USA,Western Pacific,"Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Howland Island, Ridge",EX1703,D2-EX1703-11,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-11,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030012,20170320,1703,,12,Baker Island,North Pacific Ocean,NA,USA,Western Pacific,"Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Baker Island, Southern Ridge",EX1703,D2-EX1703-12,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-12,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030013,20170321,1703,,13,Titov Seamount,South Pacific Ocean,NA,USA,Western Pacific,"Howland & Baker Unit of the Pacific Remote Islands Marine National Monument, Titov Seamount",EX1703,D2-EX1703-13,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-13,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030014,20170322,1703,,14,Unnamed Seamount,South Pacific Ocean,NA,Republic of Kiribati,NA,"Kiribati Exclusive Economic Zone, Phoenix Islands Protected Area, West of Winslow Reef, Unnamed Seamount",EX1703,D2-EX1703-14,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-14,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030015,20170323,1703,,15,Unnamed Seamount,South Pacific Ocean,NA,Republic of Kiribati,NA,"Kiribati Exclusive Economic Zone, Phoenix Islands Protected Area, Teutana Seamount (unofficial)",EX1703,D2-EX1703-15,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-15,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030016,20170324,1703,,16,Hadal Trough,South Pacific Ocean,NA,Republic of Kiribati,NA,"Kiribati Exclusive Economic Zone, Phoenix Islands Protected Area, Hadal Trough (Kinono)",EX1703,D2-EX1703-16,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-16,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
17030017,20170325,1703,,17,Unnamed Seamount,South Pacific Ocean,NA,Republic of Kiribati,NA,"Kiribati Exclusive Economic Zone, Phoenix Islands Protected Area, North of Carondelet Reef, Unnamed Seamount (Maibua)",EX1703,D2-EX1703-17,,,Collect critical baseline information about unknown and poorly known deepwater areas in the Howland and Baker Unit of the Pacific Remote Islands Marine National Monument and the Phoenix Islands Protected Area.,,D2-EX1703-17,ROV,Deep Discoverer,NOAA Office of Ocean Exploration and Research,Christopher Kelley,Okeanos Explorer,50,,
